rownum,index,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
3145,197732,JF126966,01/27/2022 10:22:00 PM,0000X W TERMINAL ST,0820,THEFT,$500 AND UNDER,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,N,N,1651,41,06,,,,,
3146,197750,JF170030,03/05/2022 08:29:00 PM,075XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2422,49,06,,,,,
3147,197754,JF127288,10/31/2021 12:00:00 AM,051XX S DR MARTIN LUTHER KING JR DR,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,Y,231,3,26,,,,,
3148,197765,JF131629,12/27/2021 07:00:00 AM,011XX E 61ST ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,314,20,06,,,,,
3149,197769,JF112917,01/13/2022 02:00:00 AM,023XX N ELSTON AVE,0810,THEFT,OVER $500,STREET,N,N,1432,32,06,,,,,
3150,197812,JF131893,09/24/2021 02:00:00 PM,128XX S COMMERCIAL AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,433,10,11,,,,,
3151,197857,JF132087,10/16/2021 11:49:00 AM,048XX N CLAREMONT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,2031,47,08A,,,,,
3152,197895,JF131744,12/21/2021 08:00:00 PM,007XX W GRAND AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1214,27,06,,,,,
3153,197980,JF131578,12/20/2021 07:00:00 AM,011XX E 61ST ST,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,314,20,06,,,,,
3154,198050,JF131689,09/21/2021 08:00:00 AM,017XX W ALTGELD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1931,32,11,,,,,
3155,198084,JF132376,04/24/2021 06:00:00 AM,085XX S ESSEX AVE,1170,DECEPTIVE PRACTICE,IMPERSONATION,RESIDENCE,N,N,423,7,11,,,,,
3156,198166,JF126942,01/27/2022 12:00:00 AM,014XX W CHICAGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1215,27,14,,,,,
3157,198182,JF132729,01/26/2022 01:00:00 PM,019XX W FULTON ST,0890,THEFT,FROM BUILDING,WAREHOUSE,N,N,1223,27,06,,,,,
3158,198302,JF117682,12/28/2021 12:00:00 AM,130XX S DREXEL AVE,0810,THEFT,OVER $500,CHA APARTMENT,N,N,533,9,06,,,,,
3159,198322,JE302106,07/15/2021 10:33:00 AM,004XX S HOMAN AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,Y,N,1134,28,18,,,,,
3160,198345,JF128027,01/28/2022 08:04:00 AM,051XX S PULASKI RD,0810,THEFT,OVER $500,CTA PARKING LOT / GARAGE / OTHER PROPERTY,N,N,815,23,06,,,,,
3161,198353,JF132794,11/28/2021 05:00:00 AM,015XX N HAMLIN AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,APARTMENT,N,N,2535,26,17,,,,,
3162,198410,JF118030,05/14/2021 09:00:00 AM,054XX S CHRISTIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,822,14,11,,,,,
3163,198415,JF116380,12/31/2021 06:30:00 AM,080XX S EVANS AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,631,6,03,,,,,
3164,198418,JF117280,11/15/2021 01:21:00 PM,024XX N MONTICELLO AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,N,N,2524,31,17,,,,,
3165,198426,JF117817,11/30/2021 11:00:00 AM,021XX W WARNER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1911,47,11,,,,,
3166,198433,JF117641,12/10/2021 12:00:00 AM,050XX S CORNELL AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,222,5,11,,,,,
3167,198439,JF117659,12/01/2021 10:00:00 AM,059XX W SCHOOL ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,N,N,1633,30,11,,,,,
3168,198470,JF117895,06/15/2021 12:00:00 AM,003XX E 133RD ST,0810,THEFT,OVER $500,SCHOOL - PUBLIC GROUNDS,N,N,533,9,06,,,,,
3169,198492,JF118017,09/01/2021 10:00:00 AM,065XX S WINCHESTER AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,RESIDENCE,N,Y,726,15,17,,,,,
3170,198493,JF117873,09/20/2021 01:00:00 PM,013XX S CANAL ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,GROCERY FOOD STORE,N,N,124,11,11,,,,,
3171,198497,JF117670,03/29/2021 10:00:00 AM,116XX S ABERDEEN ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,524,34,11,,,,,
3172,198504,JF117684,12/01/2021 12:00:00 AM,049XX N MARINE DR,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,2024,48,06,,,,,
3173,198509,JF118511,12/02/2021 01:00:00 PM,010XX W 104TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,2232,34,08A,,,,,
3174,198538,JF118073,12/24/2021 09:00:00 AM,005XX N LECLAIRE AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,RESIDENCE,N,N,1532,37,26,,,,,
3175,198549,JF117819,09/13/2021 12:00:00 AM,043XX W 17TH ST,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,APARTMENT,N,N,1012,24,11,,,,,
3176,198574,JF117714,12/13/2021 12:00:00 AM,062XX S NORMANDY AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,812,13,11,,,,,
3177,198581,JF117433,01/13/2022 06:22:00 PM,005XX N KINGSBURY ST,0810,THEFT,OVER $500,SIDEWALK,N,N,1831,42,06,,,,,
3178,198592,JF118308,12/08/2021 05:30:00 PM,035XX W POTOMAC AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1422,26,11,,,,,
3179,198597,JE462937,10/21/2021 10:38:00 AM,023XX N SAYRE AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,N,Y,2512,36,17,,,,,
3180,198633,JE469324,10/01/2021 12:00:00 PM,083XX S MACKINAW AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,SCHOOL - PUBLIC BUILDING,N,N,424,10,20,,,,,
3181,198643,JF118077,12/12/2021 03:57:00 AM,054XX W DRUMMOND PL,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,2514,30,08A,,,,,
3182,198716,JF117850,12/13/2021 02:00:00 PM,092XX S STONY ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,413,8,14,,,,,
3183,198757,JF117526,11/16/2021 12:10:00 AM,054XX S WELLS ST,0810,THEFT,OVER $500,GAS STATION,N,N,935,3,06,,,,,
3184,198760,JF112326,01/13/2022 04:00:00 PM,091XX S GREENWOOD AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,413,8,06,,,,,
3185,198777,JF114887,01/13/2022 05:30:00 AM,012XX S MICHIGAN AVE,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,131,3,06,,,,,
3186,198798,JF118135,11/11/2021 05:20:00 PM,047XX N MILWAUKEE AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,1623,45,02,,,,,
3187,198804,JE179647,03/25/2021 04:48:00 PM,046XX S INDIANA AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,215,3,18,,,,,
3188,198813,JF117656,11/01/2021 06:00:00 PM,050XX W ARGYLE ST,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,1623,45,06,,,,,
3189,198830,JF118200,12/01/2021 12:00:00 AM,115XX S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,N,N,522,34,11,,,,,
3190,198833,JF118234,10/19/2021 08:16:00 PM,061XX N SHERIDAN RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,2433,48,26,,,,,
3191,198839,JF117745,07/01/2021 06:00:00 AM,022XX E 70TH PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,331,5,26,,,,,
3192,198846,JF117880,12/31/2021 04:00:00 PM,064XX N GLENWOOD AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,2432,49,06,,,,,
3193,198850,JF117900,12/15/2021 12:00:00 AM,007XX W WILLOW ST,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,1813,2,10,,,,,
3194,198854,JF117430,01/07/2022 09:20:00 PM,029XX S BONFIELD ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),N,N,913,11,11,,,,,
3195,198861,JF117785,11/08/2021 04:00:00 PM,042XX N KENMORE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1915,46,11,,,,,
3196,198891,JF117914,01/13/2022 09:00:00 AM,100XX W OHARE ST,0820,THEFT,$500 AND UNDER,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,N,N,1651,41,06,,,,,
3197,198898,JF117885,11/01/2021 12:00:00 PM,044XX W THOMAS ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,APARTMENT,N,N,1111,37,10,,,,,
3198,198902,JF114774,12/16/2021 12:00:00 PM,008XX W BUENA AVE,0810,THEFT,OVER $500,APARTMENT,N,N,1915,46,06,,,,,
3199,198908,JE320903,07/31/2021 10:03:00 AM,031XX W ARTHINGTON ST,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,Y,N,1134,24,18,,,,,
3200,198921,JF117604,12/18/2021 07:30:00 PM,058XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,232,20,07,,,,,
3201,198924,JF112596,11/29/2021 09:00:00 AM,014XX S BLUE ISLAND AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,1232,25,11,,,,,
3202,198939,JF117722,12/25/2021 12:00:00 AM,080XX S CHAMPLAIN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,631,6,07,,,,,
3203,198942,JF118580,12/17/2021 12:00:00 PM,047XX N HERMITAGE AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,1912,47,11,,,,,
3204,198948,JF117769,10/11/2021 06:15:00 PM,057XX W MADISON ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,POLICE FACILITY / VEHICLE PARKING LOT,N,N,1513,29,26,,,,,
3205,198950,JF117761,10/10/2021 07:00:00 AM,004XX W 127TH ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,N,N,523,9,06,,,,,
3206,198952,JF118257,12/10/2021 10:00:00 PM,004XX E WATERSIDE DR,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,RESIDENCE,N,N,114,42,12,,,,,
3207,198980,JF150616,06/01/2021 12:10:00 PM,002XX W 105TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,512,34,11,,,,,
3208,198981,JF170638,07/31/2021 02:52:00 PM,013XX N RITCHIE CT,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,1824,43,11,,,,,
3209,198987,JF118776,11/11/2021 05:00:00 PM,014XX W 16TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1233,25,06,,,,,
3210,198992,JF132556,12/26/2021 12:00:00 PM,026XX N HALSTED ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1935,43,06,,,,,
3211,199012,JF118736,11/01/2021 09:00:00 AM,012XX S PULASKI RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,N,N,1011,24,11,,,,,
3212,199023,JF118651,01/14/2022 10:00:00 PM,011XX E HYDE PARK BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,222,4,06,,,,,
3213,199030,JE472255,12/10/2021 08:20:00 AM,078XX S COLES AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,421,7,04B,,,,,
3214,199047,JF132745,12/22/2021 10:00:00 AM,001XX W ERIE ST,0820,THEFT,$500 AND UNDER,RESTAURANT,N,N,1832,42,06,,,,,
3215,199059,JF132775,11/30/2021 11:00:00 AM,100XX S COTTAGE GROVE AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,511,8,11,,,,,
3216,199063,JF150483,01/31/2022 11:28:00 AM,064XX N ROCKWELL ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2412,50,06,,,,,
3217,199077,JF150368,11/18/2021 01:00:00 PM,007XX W WILLOW ST,1720,OFFENSE INVOLVING CHILDREN,CONTRIBUTE TO THE DELINQUENCY OF CHILD,SCHOOL - PUBLIC GROUNDS,N,Y,1813,43,20,,,,,
3218,199089,JF150334,11/23/2021 07:00:00 PM,090XX S SOUTH CHICAGO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,423,7,07,,,,,
3219,199091,JF169427,11/01/2021 12:00:00 AM,014XX W 95TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,2222,21,11,,,,,
3220,199097,JF132746,12/11/2021 12:00:00 AM,083XX S MAY ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,613,21,11,,,,,
3221,199163,JF150555,11/30/2021 12:00:00 PM,047XX S DREXEL BLVD,0890,THEFT,FROM BUILDING,APARTMENT,N,N,223,4,06,,,,,
3222,199168,JF150633,04/30/2021 09:00:00 PM,003XX S DEARBORN ST,0810,THEFT,OVER $500,BAR OR TAVERN,N,N,113,4,06,,,,,
3223,199250,JF150342,09/06/2021 12:00:00 AM,059XX S ARTESIAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,824,16,26,,,,,
3224,199257,JF145483,02/14/2022 05:00:00 PM,015XX W Sherwin Ave,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,2423,49,06,,,,,
3225,199266,JE493281,12/30/2021 06:00:00 PM,0000X N LARAMIE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,1522,28,08A,,,,,
3226,199277,JF150574,02/11/2022 07:00:00 PM,0000X W TERMINAL ST,0870,THEFT,POCKET-PICKING,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,N,N,1651,41,06,,,,,
3227,199283,JF149782,05/31/2021 12:00:00 AM,037XX S INDIANA AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,212,3,02,,,,,
3228,199287,JF118634,06/12/2021 08:00:00 AM,012XX S PULASKI RD,1110,DECEPTIVE PRACTICE,BOGUS CHECK,COMMERCIAL / BUSINESS OFFICE,N,N,1011,24,11,,,,,
3229,199288,JF117866,07/20/2021 12:00:00 AM,008XX E 61ST ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,235,20,06,,,,,
3230,199314,JF145500,02/14/2022 01:52:00 PM,069XX S DR MARTIN LUTHER KING JR DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,322,6,11,,,,,
3231,199368,JE179538,03/25/2021 03:30:00 PM,039XX W FILLMORE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VACANT LOT / LAND,Y,N,1132,24,18,,,,,
3232,199376,JF118808,11/10/2021 04:00:00 PM,004XX W ERIE ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,STREET,N,N,1831,42,10,,,,,
3233,199432,JF118981,12/23/2021 07:53:00 PM,071XX S VERNON AVE,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,N,323,6,08A,,,,,
3234,199459,JF118698,12/29/2021 12:00:00 AM,080XX S EXCHANGE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,N,422,7,04A,,,,,
3235,199470,JF150953,05/01/2021 12:01:00 AM,025XX N LOWELL AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,N,Y,2524,31,17,,,,,
3236,199547,JF118612,12/31/2021 12:00:00 AM,065XX N WHIPPLE ST,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,2412,50,10,,,,,
3237,199617,JF150813,06/01/2021 09:00:00 AM,002XX S LARAMIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,1522,29,08A,,,,,
3238,199628,JF118917,12/30/2021 03:00:00 PM,032XX E 91ST ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,424,10,06,,,,,
3239,199638,JF150421,12/13/2021 12:55:00 PM,003XX W SWANN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),N,N,925,3,11,,,,,
3240,199668,JF150607,12/19/2021 08:00:00 PM,065XX N BOSWORTH AVE,0810,THEFT,OVER $500,STREET,N,N,2432,40,06,,,,,
3241,199784,JF132894,09/01/2021 12:00:00 AM,075XX N CLAREMONT AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,2411,49,02,,,,,
3242,199787,JF127850,01/28/2022 12:45:00 PM,011XX W WILSON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1913,46,06,,,,,
3243,199825,JF132630,09/01/2021 12:00:00 PM,116XX S WALLACE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,524,34,11,,,,,
3244,199843,JF133323,10/26/2021 12:00:00 AM,022XX W ADDISON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,1921,47,26,,,,,
3245,199887,JE182128,03/28/2021 09:41:00 AM,029XX W HARRISON ST,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,ALLEY,Y,N,1135,28,18,,,,,
3246,199905,JE185301,03/31/2021 12:23:00 PM,024XX W 63RD ST,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,ALLEY,Y,N,825,16,18,,,,,
3247,199916,JE178480,03/24/2021 01:58:00 PM,016XX S KOMENSKY AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,Y,N,1012,24,18,,,,,
3248,199918,JE185187,03/31/2021 10:30:00 AM,048XX W HARRISON ST,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,VEHICLE NON-COMMERCIAL,Y,N,1533,29,18,,,,,
3249,199919,JE167673,03/13/2021 09:03:00 AM,032XX W HURON ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),ALLEY,Y,N,1121,27,18,,,,,
3250,199924,JF170649,03/03/2022 09:09:00 AM,107XX S Indiana Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,513,9,11,,,,,
3251,199939,JE230729,05/15/2021 08:09:00 AM,011XX N HARDING AVE,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,ALLEY,Y,N,1112,37,18,,,,,
3252,199948,JF165788,03/05/2022 02:00:00 PM,047XX S LEAMINGTON AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,VEHICLE NON-COMMERCIAL,N,N,814,22,07,,,,,
3253,199959,JE179262,03/25/2021 11:14:00 AM,008XX N SPRINGFIELD AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1112,37,18,,,,,
3254,199960,JE302373,07/15/2021 01:35:00 PM,035XX W SCHRAEDER DR,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),PARK PROPERTY,Y,N,1123,28,18,,,,,
3255,199963,JF170447,03/03/2022 12:45:00 PM,002XX E HURON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOSPITAL BUILDING / GROUNDS,N,N,1834,42,11,,,,,
3256,199964,JE185185,03/31/2021 11:14:00 AM,047XX W WASHINGTON BLVD,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1113,28,18,,,,,
3257,199982,JE179331,03/25/2021 12:16:00 PM,039XX W WILCOX ST,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,RESIDENCE - PORCH / HALLWAY,Y,N,1122,28,18,,,,,
3258,199987,JE231805,05/16/2021 10:03:00 AM,005XX S HOMAN AVE,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,Y,N,1134,28,18,,,,,
3259,199991,JE301256,07/14/2021 02:06:00 PM,004XX N LAWNDALE AVE,2027,NARCOTICS,POSSESS - CRACK,RESIDENCE - YARD (FRONT / BACK),Y,N,1122,27,18,,,,,
3260,199995,JF164059,03/05/2022 08:20:00 AM,017XX N ORLEANS ST,0810,THEFT,OVER $500,STREET,N,N,1814,43,06,,,,,
3261,200008,JE429953,11/01/2021 10:30:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,Y,N,1134,24,18,,,,,
3262,200017,JF151231,11/03/2021 01:00:00 PM,070XX S WABASH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,N,N,322,6,11,,,,,
3263,200037,JE179133,03/25/2021 09:31:00 AM,007XX N CICERO AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),ALLEY,Y,N,1531,37,18,,,,,
3264,200043,JE327173,08/05/2021 02:10:00 PM,035XX W LAKE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1123,28,18,,,,,
3265,200044,JF166754,03/05/2022 08:25:00 PM,048XX N WINCHESTER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,2032,47,11,,,,,
3266,200049,JE301011,07/14/2021 10:40:00 AM,039XX W FILLMORE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VACANT LOT / LAND,Y,N,1132,24,18,,,,,
3267,200065,JF170702,08/15/2021 12:00:00 AM,049XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,224,3,06,,,,,
3268,200080,JF169456,11/01/2021 12:00:00 AM,025XX S WHIPPLE ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,N,N,1033,12,26,,,,,
3269,200107,JE240071,05/23/2021 03:03:00 PM,039XX W FILLMORE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),ALLEY,Y,N,1132,24,18,,,,,
3270,200111,JF170082,12/09/2021 05:00:00 AM,004XX E 87TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,632,9,08A,,,,,
3271,200128,JE230806,05/15/2021 10:15:00 AM,040XX W VAN BUREN ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VACANT LOT / LAND,Y,N,1132,28,18,,,,,
3272,200146,JE178427,03/24/2021 01:38:00 PM,043XX W VAN BUREN ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1131,28,18,,,,,
3273,200157,JE186403,04/01/2021 02:47:00 PM,001XX N KEELER AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),ALLEY,Y,N,1114,28,18,,,,,
3274,200159,JF118844,12/23/2021 01:45:00 PM,019XX W OGDEN AVE,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,N,N,1231,27,08B,,,,,
3275,200165,JF165791,03/05/2022 04:05:00 PM,006XX W MONTROSE DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,N,N,1915,46,11,,,,,
3276,200178,JE402402,10/08/2021 10:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,Y,N,1134,24,18,,,,,
3277,200179,JE179171,03/25/2021 09:48:00 AM,0000X N KILBOURN AVE,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,Y,N,1113,28,18,,,,,
3278,200181,JE231887,05/16/2021 09:46:00 AM,037XX W LEXINGTON ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1133,24,18,,,,,
3279,200188,JF167018,03/05/2022 04:27:00 PM,023XX N STOCKTON DR,0810,THEFT,OVER $500,GOVERNMENT BUILDING / PROPERTY,N,N,1814,43,06,,,,,
3280,200201,JE185251,03/31/2021 11:35:00 AM,001XX S KARLOV AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,Y,N,1115,28,18,,,,,
3281,200215,JF151640,10/01/2021 12:00:00 PM,020XX N HALSTED ST,0560,ASSAULT,SIMPLE,APARTMENT,Y,Y,1812,43,08A,,,,,
3282,200219,JE491058,12/27/2021 01:03:00 PM,060XX S NARRAGANSETT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,812,13,06,,,,,
3283,200226,JE301113,07/14/2021 12:24:00 PM,013XX S SPRINGFIELD AVE,2016,NARCOTICS,MANUFACTURE / DELIVER - PCP,SIDEWALK,Y,N,1011,24,18,,,,,
3284,200233,JF170516,10/01/2021 08:00:00 AM,009XX W Erie ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1214,27,11,,,,,
3285,200234,JE240975,05/24/2021 11:40:00 AM,004XX N LAWNDALE AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),RESIDENCE - YARD (FRONT / BACK),Y,N,1122,27,18,,,,,
3286,200247,JF170288,12/10/2021 03:36:00 PM,059XX N MILWAUKEE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,N,N,1622,45,11,,,,,
3287,200257,JE182321,03/28/2021 01:35:00 PM,043XX W GLADYS AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),OTHER (SPECIFY),Y,N,1131,28,18,,,,,
